No,Time,열차번호,Speed,Next Station code,Distance,PBR,ATO PWM,M1(Car2) APB,Tc1 BC pressure,Car2_VVVF-Load Weight,Car2_VVVF-Iq REAL,Car2_VVVF-Iq REF,Car2_VVVF-PWM노치,Car2_VVVF-BECU Brake Command,Car2_VVVF-P_watt,Car2_VVVF-B_watt,Car2_VVVF-MR,Car2_VVVF-PBR,Car2_VVVF-Actual PB,Car2_VVVF-V Line,Car2_VVVF-I Line,Car2_VVVF-V FC,Car2_VVVF_P_Watt(1=1kwh),Car2_VVVF_B_Watt(1=1kwh),Car2_VVVF-VVVF1 SDR Speed from BECU,Car2_VVVF-VVVF1 SDR 평균차륜경,Car2_VVVF-VVVF1 SDR WatchDog,Car2_BECU-PWM,Car2_BECU-ASP,Car2_BECU-LW,Car2_BECU-BED,Car2_BECU-BEA,Car2_BECU-ABRC,Car2_BECU-ACP,Car2_BECU-BCP,Car1_BECU-PWM,Car1_BECU-ASP,Car1_BECU-LW,Car1_BECU-BED,Car1_BECU-BEA,Car1_BECU-ABRC,Car1_BECU-ACP,Car1_BECU-BCP
474,22:30:14,2320,17．0 km/h,명륜(126),21．0 m,91．0 %,89．8 %,68．0 kN,0．0 kPa,44．0 %,203．1 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,36．0 %,-74．0 kN,68．0 kN,1576．7 V,255．7 A,1571．0 V,1406515．0 kWh,887870．0 kWh,16．0 km/h,160．0 mm,184．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
475,22:30:15,2320,20．0 km/h,명륜(126),29．0 m,91．0 %,89．8 %,68．0 kN,0．0 kPa,44．0 %,203．1 A,210．9 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,44．0 %,-74．0 kN,68．0 kN,1573．2 V,312．0 A,1567．2 V,1406515．0 kWh,887870．0 kWh,20．0 km/h,160．0 mm,189．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
476,22:30:16,2320,23．0 km/h,명륜(126),35．0 m,91．0 %,89．8 %,69．0 kN,0．0 kPa,44．0 %,218．8 A,210．9 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,48．0 %,-74．0 kN,69．0 kN,1571．0 V,349．5 A,1562．2 V,1406515．0 kWh,887870．0 kWh,23．0 km/h,160．0 mm,193．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
477,22:30:17,2320,27．0 km/h,명륜(126),47．0 m,91．0 %,89．8 %,68．0 kN,0．0 kPa,44．0 %,195．3 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,57．0 %,-74．0 kN,68．0 kN,1569．5 V,412．0 A,1552．7 V,1406515．0 kWh,887870．0 kWh,27．0 km/h,160．0 mm,199．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
478,22:30:18,2320,31．0 km/h,명륜(126),58．0 m,91．0 %,89．8 %,72．0 kN,0．0 kPa,44．0 %,210．9 A,210．9 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,62．0 %,-74．0 kN,72．0 kN,1598．0 V,459．5 A,1587．0 V,1406515．0 kWh,887870．0 kWh,31．0 km/h,160．0 mm,204．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
479,22:30:19,2320,34．0 km/h,명륜(126),67．0 m,91．0 %,89．8 %,68．0 kN,0．0 kPa,44．0 %,210．9 A,210．9 A,91．0 %,9．0 %,0．1 kWh,0．0 kWh,68．0 %,-74．0 kN,68．0 kN,1601．7 V,488．2 A,1576．7 V,1406516．0 kWh,887870．0 kWh,33．0 km/h,160．0 mm,208．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
480,22:30:20,2320,38．0 km/h,명륜(126),82．0 m,91．0 %,89．8 %,68．0 kN,0．0 kPa,44．0 %,195．3 A,210．9 A,91．0 %,9．0 %,0．1 kWh,0．0 kWh,76．0 %,-74．0 kN,68．0 kN,1615．0 V,533．5 A,1572．5 V,1406516．0 kWh,887870．0 kWh,37．0 km/h,160．0 mm,214．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
481,22:30:21,2320,41．0 km/h,명륜(126),96．0 m,91．0 %,89．8 %,64．0 kN,0．0 kPa,44．0 %,210．9 A,210．9 A,91．0 %,9．0 %,0．1 kWh,0．0 kWh,83．0 %,-74．0 kN,64．0 kN,1614．2 V,583．0 A,1582．7 V,1406516．0 kWh,887870．0 kWh,41．0 km/h,160．0 mm,219．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
482,22:30:22,2320,44．0 km/h,명륜(126),107．0 m,91．0 %,89．8 %,64．0 kN,0．0 kPa,44．0 %,203．1 A,203．1 A,91．0 %,9．0 %,0．1 kWh,0．0 kWh,87．0 %,-71．0 kN,64．0 kN,1611．2 V,608．2 A,1586．2 V,1406516．0 kWh,887870．0 kWh,43．0 km/h,160．0 mm,223．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
483,22:30:23,2320,48．0 km/h,명륜(126),126．0 m,91．0 %,89．8 %,64．0 kN,0．0 kPa,44．0 %,187．5 A,187．5 A,91．0 %,9．0 %,0．2 kWh,0．0 kWh,91．0 %,-66．0 kN,64．0 kN,1594．5 V,641．0 A,1587．0 V,1406517．0 kWh,887870．0 kWh,47．0 km/h,160．0 mm,228．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
484,22:30:24,2320,51．0 km/h,명륜(126),142．0 m,91．0 %,89．8 %,56．0 kN,0．0 kPa,44．0 %,164．1 A,179．7 A,91．0 %,9．0 %,0．2 kWh,0．0 kWh,91．0 %,-61．0 kN,56．0 kN,1592．2 V,618．0 A,1581．2 V,1406517．0 kWh,887870．0 kWh,51．0 km/h,160．0 mm,234．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
485,22:30:25,2320,54．0 km/h,명륜(126),155．0 m,91．0 %,89．8 %,52．0 kN,0．0 kPa,44．0 %,195．3 A,171．9 A,91．0 %,9．0 %,0．2 kWh,0．0 kWh,93．0 %,-59．0 kN,52．0 kN,1588．5 V,617．0 A,1574．7 V,1406517．0 kWh,887870．0 kWh,53．0 km/h,160．0 mm,238．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
486,22:30:26,2320,57．0 km/h,명륜(126),177．0 m,91．0 %,89．8 %,48．0 kN,0．0 kPa,44．0 %,164．1 A,156．3 A,91．0 %,9．0 %,0．2 kWh,0．0 kWh,96．0 %,-55．0 kN,48．0 kN,1572．5 V,613．2 A,1576．0 V,1406517．0 kWh,887870．0 kWh,56．0 km/h,160．0 mm,244．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
487,22:30:27,2320,59．0 km/h,명륜(126),195．0 m,91．0 %,89．8 %,48．0 kN,0．0 kPa,44．0 %,171．9 A,156．3 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,98．0 %,-53．0 kN,48．0 kN,1565．2 V,604．5 A,1574．7 V,1406518．0 kWh,887870．0 kWh,59．0 km/h,160．0 mm,249．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
488,22:30:28,2320,61．0 km/h,명륜(126),210．0 m,91．0 %,89．8 %,44．0 kN,0．0 kPa,44．0 %,156．3 A,156．3 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,100．0 %,-51．0 kN,44．0 kN,1584．2 V,601．0 A,1587．7 V,1406518．0 kWh,887870．0 kWh,61．0 km/h,160．0 mm,252．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
489,22:30:29,2320,64．0 km/h,명륜(126),233．0 m,91．0 %,89．8 %,44．0 kN,0．0 kPa,44．0 %,140．6 A,140．6 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,100．0 %,-49．0 kN,44．0 kN,1579．7 V,596．5 A,1587．7 V,1406518．0 kWh,887870．0 kWh,64．0 km/h,160．0 mm,3．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
490,22:30:30,2320,67．0 km/h,명륜(126),253．0 m,91．0 %,88．2 %,40．0 kN,0．0 kPa,44．0 %,132．8 A,140．6 A,90．0 %,9．0 %,0．4 kWh,0．0 kWh,100．0 %,-47．0 kN,40．0 kN,1579．7 V,594．7 A,1585．0 V,1406519．0 kWh,887870．0 kWh,66．0 km/h,160．0 mm,8．0,90．0 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
491,22:30:31,2320,68．0 km/h,명륜(126),269．0 m,77．0 %,67．5 %,35．0 kN,0．0 kPa,44．0 %,125．0 A,125．0 A,71．0 %,9．0 %,0．4 kWh,0．0 kWh,100．0 %,-37．0 kN,35．0 kN,1593．0 V,496．5 A,1587．7 V,1406519．0 kWh,887870．0 kWh,68．0 km/h,160．0 mm,12．0,74．4 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,71．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
492,22:30:32,2320,70．0 km/h,명륜(126),294．0 m,47．0 %,43．5 %,24．0 kN,0．0 kPa,44．0 %,93．8 A,93．8 A,47．0 %,9．0 %,0．4 kWh,0．0 kWh,91．0 %,-23．0 kN,24．0 kN,1596．0 V,299．7 A,1597．2 V,1406519．0 kWh,887870．0 kWh,70．0 km/h,160．0 mm,18．0,47．2 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,47．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
493,22:30:33,2320,71．0 km/h,명륜(126),315．0 m,43．0 %,40．4 %,17．0 kN,0．0 kPa,44．0 %,78．1 A,78．1 A,41．0 %,9．0 %,0．4 kWh,0．0 kWh,91．0 %,-20．0 kN,17．0 kN,1582．0 V,243．0 A,1590．7 V,1406519．0 kWh,887870．0 kWh,71．0 km/h,160．0 mm,23．0,43．2 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,43．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
494,22:30:34,2320,72．0 km/h,명륜(126),332．0 m,0．0 %,0．0 %,11．0 kN,0．0 kPa,44．0 %,39．1 A,39．1 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,76．0 %,-12．0 kN,11．0 kN,1599．5 V,136．5 A,1606．2 V,1406519．0 kWh,887870．0 kWh,72．0 km/h,160．0 mm,27．0,16．8 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
495,22:30:35,2320,72．0 km/h,명륜(126),357．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1619．2 V,4．5 A,1622．2 V,1406519．0 kWh,887870．0 kWh,72．0 km/h,160．0 mm,33．0,16．8 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
496,22:30:36,2320,72．0 km/h,명륜(126),377．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1618．5 V,4．5 A,1620．7 V,1406519．0 kWh,887870．0 kWh,72．0 km/h,160．0 mm,38．0,16．8 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
497,22:30:37,2320,72．0 km/h,명륜(126),393．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1615．7 V,5．0 A,1619．2 V,1406519．0 kWh,887870．0 kWh,72．0 km/h,160．0 mm,42．0,16．8 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
498,22:30:38,2320,71．0 km/h,명륜(126),417．0 m,16．0 %,10．6 %,4．0 kN,0．0 kPa,44．0 %,31．3 A,31．3 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,73．0 %,-8．0 kN,4．0 kN,1590．7 V,83．0 A,1589．2 V,1406519．0 kWh,887870．0 kWh,71．0 km/h,160．0 mm,48．0,16．8 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
499,22:30:39,2320,71．0 km/h,명륜(126),437．0 m,16．0 %,10．6 %,4．0 kN,0．0 kPa,44．0 %,31．3 A,31．3 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,76．0 %,-8．0 kN,4．0 kN,1597．2 V,74．5 A,1599．5 V,1406519．0 kWh,887870．0 kWh,71．0 km/h,160．0 mm,53．0,16．8 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
500,22:30:40,2320,71．0 km/h,명륜(126),453．0 m,16．0 %,10．6 %,4．0 kN,0．0 kPa,44．0 %,39．1 A,31．3 A,12．0 %,9．0 %,0．4 kWh,0．0 kWh,76．0 %,-7．0 kN,4．0 kN,1601．0 V,79．0 A,1599．5 V,1406519．0 kWh,887870．0 kWh,71．0 km/h,160．0 mm,57．0,16．8 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
501,22:30:41,2320,71．0 km/h,명륜(126),477．0 m,45．0 %,29．8 %,4．0 kN,0．0 kPa,44．0 %,31．3 A,31．3 A,45．0 %,9．0 %,0．4 kWh,0．0 kWh,74．0 %,-9．0 kN,4．0 kN,1591．5 V,82．0 A,1589．2 V,1406519．0 kWh,887870．0 kWh,71．0 km/h,160．0 mm,63．0,43．6 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,37．2 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
502,22:30:42,2320,71．0 km/h,명륜(126),497．0 m,16．0 %,10．6 %,8．0 kN,0．0 kPa,44．0 %,46．9 A,39．1 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,75．0 %,-9．0 kN,8．0 kN,1601．0 V,106．2 A,1605．5 V,1406519．0 kWh,887870．0 kWh,71．0 km/h,160．0 mm,68．0,14．8 %,266．0 kPa,44．0 %,10．0 %,10．0 %,10．0 %,33．0 kPa,0．0 kPa,17．2 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,36．0 kPa,0．0 kPa
503,22:30:43,2320,71．0 km/h,명륜(126),513．0 m,-54．0 %,52．2 %,-4．0 kN,57．0 kPa,44．0 %,0．0 A,0．0 A,54．0 %,36．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,-4．0 kN,1612．0 V,5．0 A,1617．7 V,1406519．0 kWh,887870．0 kWh,71．0 km/h,160．0 mm,72．0,54．4 %,266．0 kPa,44．0 %,36．4 %,10．0 %,10．0 %,129．0 kPa,60．0 kPa,54．4 %,280．0 kPa,38．0 %,10．0 %,10．0 %,10．0 %,198．0 kPa,57．0 kPa
504,22:30:44,2320,70．0 km/h,명륜(126),533．0 m,-46．0 %,62．7 %,-36．0 kN,87．0 kPa,44．0 %,101．6 A,101．6 A,46．0 %,30．0 %,0．4 kWh,0．0 kWh,91．0 %,27．0 kN,-36．0 kN,1623．0 V,377．0 A,1641．2 V,1406519．0 kWh,887870．0 kWh,70．0 km/h,160．0 mm,77．0,46．4 %,266．0 kPa,44．0 %,30．8 %,32．0 %,26．0 %,63．0 kPa,57．0 kPa,64．4 %,280．0 kPa,38．0 %,10．0 %,10．0 %,26．8 %,72．0 kPa,87．0 kPa
505,22:30:45,2320,67．0 km/h,명륜(126),557．0 m,-47．0 %,45．9 %,-36．0 kN,27．0 kPa,44．0 %,117．2 A,109．4 A,47．0 %,31．0 %,0．4 kWh,0．0 kWh,99．0 %,30．0 kN,-36．0 kN,1615．0 V,329．2 A,1606．2 V,1406519．0 kWh,887871．0 kWh,67．0 km/h,160．0 mm,83．0,47．2 %,266．0 kPa,44．0 %,31．6 %,39．2 %,36．4 %,3．0 kPa,0．0 kPa,47．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,32．8 %,9．0 kPa,27．0 kPa
506,22:30:46,2320,65．0 km/h,명륜(126),573．0 m,-59．0 %,57．6 %,-36．0 kN,48．0 kPa,44．0 %,109．4 A,109．4 A,59．0 %,39．0 %,0．4 kWh,0．0 kWh,89．0 %,33．0 kN,-36．0 kN,1630．2 V,365．0 A,1625．2 V,1406519．0 kWh,887871．0 kWh,65．0 km/h,160．0 mm,87．0,58．8 %,266．0 kPa,44．0 %,39．2 %,36．4 %,26．0 %,0．0 kPa,0．0 kPa,59．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,26．8 %,129．0 kPa,48．0 kPa
507,22:30:47,2320,63．0 km/h,명륜(126),592．0 m,-38．0 %,36．9 %,-35．0 kN,27．0 kPa,44．0 %,109．4 A,109．4 A,38．0 %,25．0 %,0．4 kWh,0．0 kWh,90．0 %,30．0 kN,-35．0 kN,1628．0 V,300．0 A,1615．7 V,1406519．0 kWh,887871．0 kWh,63．0 km/h,160．0 mm,92．0,38．4 %,266．0 kPa,44．0 %,25．6 %,39．2 %,41．2 %,0．0 kPa,0．0 kPa,38．4 %,280．0 kPa,38．0 %,10．0 %,10．0 %,48．8 %,18．0 kPa,27．0 kPa
508,22:30:48,2320,61．0 km/h,명륜(126),615．0 m,-54．0 %,52．9 %,-39．0 kN,45．0 kPa,44．0 %,117．2 A,109．4 A,54．0 %,36．0 %,0．4 kWh,0．0 kWh,86．0 %,34．0 kN,-39．0 kN,1623．0 V,351．7 A,1642．7 V,1406519．0 kWh,887871．0 kWh,61．0 km/h,160．0 mm,98．0,54．4 %,266．0 kPa,44．0 %,36．4 %,32．0 %,22．0 %,0．0 kPa,0．0 kPa,54．4 %,280．0 kPa,38．0 %,10．0 %,10．0 %,25．6 %,102．0 kPa,45．0 kPa
509,22:30:49,2320,59．0 km/h,명륜(126),629．0 m,-71．0 %,45．9 %,-60．0 kN,54．0 kPa,44．0 %,148．4 A,148．4 A,71．0 %,47．0 %,0．4 kWh,0．0 kWh,91．0 %,53．0 kN,-60．0 kN,1644．2 V,506．0 A,1647．2 V,1406519．0 kWh,887871．0 kWh,59．0 km/h,160．0 mm,102．0,71．2 %,266．0 kPa,44．0 %,47．6 %,52．4 %,43．6 %,0．0 kPa,0．0 kPa,71．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,36．0 %,87．0 kPa,54．0 kPa
510,22:30:50,2320,57．0 km/h,명륜(126),647．0 m,-63．0 %,61．2 %,-36．0 kN,18．0 kPa,44．0 %,109．4 A,117．2 A,63．0 %,42．0 %,0．4 kWh,0．0 kWh,77．0 %,38．0 kN,-36．0 kN,1609．7 V,318．0 A,1641．2 V,1406519．0 kWh,887871．0 kWh,57．0 km/h,160．0 mm,106．0,63．2 %,266．0 kPa,44．0 %,42．4 %,35．2 %,22．0 %,0．0 kPa,0．0 kPa,63．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,26．0 %,66．0 kPa,18．0 kPa
511,22:30:51,2320,53．0 km/h,명륜(126),667．0 m,-55．0 %,53．7 %,-56．0 kN,27．0 kPa,44．0 %,156．3 A,156．3 A,55．0 %,36．0 %,0．4 kWh,0．1 kWh,89．0 %,52．0 kN,-56．0 kN,1612．0 V,439．5 A,1638．2 V,1406519．0 kWh,887872．0 kWh,54．0 km/h,160．0 mm,113．0,55．2 %,266．0 kPa,44．0 %,36．8 %,54．4 %,54．8 %,0．0 kPa,0．0 kPa,55．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,55．6 %,15．0 kPa,27．0 kPa
512,22:30:52,2320,52．0 km/h,명륜(126),681．0 m,-49．0 %,47．5 %,-36．0 kN,0．0 kPa,44．0 %,117．2 A,117．2 A,49．0 %,32．0 %,0．4 kWh,0．1 kWh,72．0 %,32．0 kN,-36．0 kN,1593．7 V,280．0 A,1629．5 V,1406519．0 kWh,887872．0 kWh,52．0 km/h,160．0 mm,116．0,49．2 %,266．0 kPa,44．0 %,32．8 %,39．6 %,35．6 %,0．0 kPa,0．0 kPa,49．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,39．6 %,0．0 kPa,0．0 kPa
513,22:30:53,2320,50．0 km/h,명륜(126),696．0 m,-48．0 %,46．7 %,-32．0 kN,0．0 kPa,44．0 %,101．6 A,101．6 A,48．0 %,32．0 %,0．4 kWh,0．1 kWh,64．0 %,30．0 kN,-32．0 kN,1622．2 V,242．2 A,1631．7 V,1406519．0 kWh,887872．0 kWh,50．0 km/h,160．0 mm,122．0,48．4 %,266．0 kPa,44．0 %,32．4 %,32．4 %,25．6 %,0．0 kPa,0．0 kPa,48．4 %,280．0 kPa,38．0 %,10．0 %,10．0 %,25．6 %,0．0 kPa,0．0 kPa
514,22:30:54,2320,48．0 km/h,명륜(126),714．0 m,-56．0 %,88．2 %,-44．0 kN,30．0 kPa,44．0 %,132．8 A,132．8 A,90．0 %,60．0 %,0．4 kWh,0．1 kWh,72．0 %,40．0 kN,-44．0 kN,1608．2 V,322．5 A,1637．7 V,1406519．0 kWh,887872．0 kWh,48．0 km/h,160．0 mm,128．0,83．6 %,266．0 kPa,44．0 %,56．0 %,45．2 %,25．6 %,0．0 kPa,0．0 kPa,90．0 %,280．0 kPa,38．0 %,10．0 %,10．0 %,22．0 %,168．0 kPa,30．0 kPa
515,22:30:55,2320,46．0 km/h,명륜(126),726．0 m,-77．0 %,75．3 %,-72．0 kN,81．0 kPa,44．0 %,179．7 A,179．7 A,77．0 %,51．0 %,0．4 kWh,0．1 kWh,79．0 %,62．0 kN,-72．0 kN,1628．7 V,467．5 A,1643．5 V,1406519．0 kWh,887872．0 kWh,46．0 km/h,160．0 mm,132．0,77．2 %,266．0 kPa,44．0 %,51．6 %,65．6 %,59．6 %,0．0 kPa,0．0 kPa,77．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,62．0 %,81．0 kPa,81．0 kPa
516,22:30:56,2320,43．0 km/h,명륜(126),740．0 m,-64．0 %,59．2 %,-52．0 kN,30．0 kPa,44．0 %,148．4 A,148．4 A,64．0 %,43．0 %,0．4 kWh,0．1 kWh,68．0 %,47．0 kN,-52．0 kN,1635．5 V,327．7 A,1633．2 V,1406519．0 kWh,887872．0 kWh,43．0 km/h,160．0 mm,137．0,64．4 %,266．0 kPa,44．0 %,43．2 %,50．8 %,44．8 %,0．0 kPa,0．0 kPa,64．4 %,280．0 kPa,38．0 %,10．0 %,10．0 %,50．0 %,15．0 kPa,30．0 kPa
517,22:30:57,2320,40．0 km/h,명륜(126),756．0 m,-54．0 %,52．9 %,-44．0 kN,0．0 kPa,44．0 %,125．0 A,125．0 A,54．0 %,36．0 %,0．4 kWh,0．2 kWh,59．0 %,37．0 kN,-44．0 kN,1619．2 V,258．0 A,1635．5 V,1406519．0 kWh,887873．0 kWh,40．0 km/h,160．0 mm,143．0,54．4 %,266．0 kPa,44．0 %,36．4 %,43．2 %,38．4 %,0．0 kPa,0．0 kPa,54．4 %,280．0 kPa,38．0 %,10．0 %,10．0 %,41．6 %,0．0 kPa,0．0 kPa
518,22:30:58,2320,39．0 km/h,명륜(126),766．0 m,-53．0 %,51．4 %,-40．0 kN,0．0 kPa,44．0 %,117．2 A,125．0 A,52．0 %,34．0 %,0．4 kWh,0．2 kWh,56．0 %,34．0 kN,-40．0 kN,1631．7 V,233．5 A,1622．2 V,1406519．0 kWh,887873．0 kWh,39．0 km/h,160．0 mm,147．0,53．2 %,266．0 kPa,44．0 %,35．6 %,41．2 %,36．0 %,0．0 kPa,0．0 kPa,51．6 %,280．0 kPa,38．0 %,10．0 %,10．0 %,37．2 %,0．0 kPa,0．0 kPa
519,22:30:59,2320,37．0 km/h,명륜(126),778．0 m,-54．0 %,52．2 %,-44．0 kN,0．0 kPa,44．0 %,117．2 A,125．0 A,54．0 %,36．0 %,0．4 kWh,0．2 kWh,57．0 %,37．0 kN,-44．0 kN,1632．5 V,240．7 A,1634．7 V,1406519．0 kWh,887873．0 kWh,37．0 km/h,160．0 mm,152．0,54．4 %,266．0 kPa,44．0 %,36．4 %,43．6 %,38．8 %,0．0 kPa,0．0 kPa,54．4 %,280．0 kPa,38．0 %,10．0 %,10．0 %,38．8 %,0．0 kPa,0．0 kPa
